category,title_categories,summarize_categories,title,author,fascicle,year,start_page,end_page,pdf_link,id
['Política'],"['Derechos Humanos', 'Persona']","['Derechos', 'Derecho', 'Hombre', 'Humanos', 'Persona']",Los derechos humanos desde la persona,José Ignacio Alcorta,1,1978,00069,00102,abrir_pdf.php?id=ANU-M-1978-10006900102,ANU-M-1978-10006900102
['Política'],['Modelo'],"['Gobierno', 'Congreso', 'Parlamentarismo', 'Presidente']",Un modelo presidencialista,Gonzalo Fernández De La Mora,1,1978,00103,00113,abrir_pdf.php?id=ANU-M-1978-10010300113,ANU-M-1978-10010300113
['Política'],"['Constitución', '1978', 'Vista']","['Ponencia', 'Texto', 'Artículo', 'Derecho', 'Número']","La Constitución de 1978, a vista de ponente",Manuel Fraga Iribarne,1,1978,00115,00125,abrir_pdf.php?id=ANU-M-1978-10011500125,ANU-M-1978-10011500125
['Política'],"['Perfil', 'Comunidad Europea']","['Comunidad', 'Partidos', 'Política', 'Europa', 'Europeo']",Perfil político de la Comunidad Europea,Luis Sánchez Agesta,1,1978,00127,00160,abrir_pdf.php?id=ANU-M-1978-10012700160,ANU-M-1978-10012700160
"['Sociología', 'Economía', 'Sociología y Economía']","['Reforma', 'Empresa', 'Actualización', 'Derechos Humanos']","['Empresa', 'Social', 'Empresas', 'Trabajadores', 'Capital']",La reforma de la empresa en la actualización de los derechos humanos,Alberto Martín Artajo,1,1978,00163,00190,abrir_pdf.php?id=ANU-M-1978-10016300190,ANU-M-1978-10016300190
"['Sociología', 'Economía', 'Sociología y Economía']","['Fuentes', 'Derecho', 'Constitución']","['Artículo', 'Constitución', 'Número', 'Derecho', 'Derechos']",Las fuentes del derecho del trabajo en la Constitución,Manuel Alonso Olea,1,1978,00191,00215,abrir_pdf.php?id=ANU-M-1978-10019100215,ANU-M-1978-10019100215
"['Sociología', 'Economía', 'Sociología y Economía']","['Neutralidad', 'Sociología']","['Sociología', 'Ciencia', 'Realidad', 'Valores', 'Neutralidad']",La neutralidad científica de la Sociología,Antonio Perpiñá Rodríguez,1,1978,00217,00234,abrir_pdf.php?id=ANU-M-1978-10021700234,ANU-M-1978-10021700234
['Figuras Académicas'],"['Semblanza', 'Conde', 'Andes']","['Eliseda', 'Española', 'Acción', 'Carta']",Para una semblanza del Conde de los Andes,Eugenio Vegas Latapie,1,1978,00237,00284,abrir_pdf.php?id=ANU-M-1978-10023700284,ANU-M-1978-10023700284
['Vida Académica'],"['Junta', 'Curso']","['Espíritu', 'Hombre', 'Naturaleza', 'Cultura', 'Razón']",a) Junta pública inaugural del curso 1976-77,Angel González Álvarez,1,1978,00287,00307,abrir_pdf.php?id=ANU-M-1978-10028700307,ANU-M-1978-10028700307
['Vida Académica'],"['Crónica', 'Curso']","['Pesetas', 'Académico', 'Carlos', 'Ciencias', 'Premio']",b) Crónica del curso 1976-77,RACMYP,1,1978,00309,00313,abrir_pdf.php?id=ANU-M-1978-10030900313,ANU-M-1978-10030900313
['Vida Académica'],"['Junta', 'Curso']","['Empresas', 'Empresa', 'Seguridad', 'Sistema']",a) Junta pública inaugural del curso 1977-78,Mariano Navarro Rubio,1,1978,00317,00323,abrir_pdf.php?id=ANU-M-1978-10031700323,ANU-M-1978-10031700323
['Vida Académica'],"['Crónica', 'Curso']","['Académico', 'Antonio', 'Derechos', 'Manuel', 'González']",b) Crónica del curso 1977-78,RACMYP,1,1978,00325,00328,abrir_pdf.php?id=ANU-M-1978-10032500328,ANU-M-1978-10032500328
['Vida Académica'],"['Homenaje', 'Antigüedad']","['Jordana', 'Académico', 'Familiar', 'Familia']",Homenaje a la antigüedad académica,RACMYP,1,1978,00331,00333,abrir_pdf.php?id=ANU-M-1978-10033100333,ANU-M-1978-10033100333
['Necrológicas'],['Don Salvador Madariaga'],"['Academia', 'Spañ', 'Labor', 'Recuerdo', 'Psicología']",Don Salvador de Madariaga,Alfonso García Valdecasas,1,1979,00009,00012,abrir_pdf.php?id=ANU-M-1979-10000900012,ANU-M-1979-10000900012
['Necrológicas'],"['Sesión', 'Fallecimiento', 'Excmo', 'Sr. D. José Gamón Aznar']","['Arte', 'Camón', 'Obra', 'Quijote']",Sesión necrológica por el fallecimiento del Excmo. Sr. D. José Gamón Aznar,Alfonso García Valdecasas,1,1979,00013,00016,abrir_pdf.php?id=ANU-M-1979-10001300016,ANU-M-1979-10001300016
['Necrológicas'],"['Sesión', 'Fallecimiento', 'Excmo', 'Sr. D. Alberto Martín Artajo']","['Iglesia', 'Relaciones', 'Social', 'Católica', 'Iento']",Sesión necrológica por el fallecimiento del Excmo. Sr. D. Alberto Martín Artajo,Alfonso García Valdecasas,1,1979,00017,00019,abrir_pdf.php?id=ANU-M-1979-10001700019,ANU-M-1979-10001700019
['Filosofía'],"['Noticia', 'Cónclaves']","['Iglesia', 'Papa', 'Ente', 'Mundo', 'Cardenal']",Noticia de los dos últimos cónclaves,Marcelo González Martín,1,1979,00023,00041,abrir_pdf.php?id=ANU-M-1979-10002300041,ANU-M-1979-10002300041
['Filosofía'],"['Nota', 'Declaración', 'Libertad']","['Libertad', 'Derecho', 'Religiosa', 'Deber', 'Religión']",Nota crítica a la declaración conciliar sobre la libertad religiosa,Leopoldo-Eulogio Palacios,1,1979,00043,00055,abrir_pdf.php?id=ANU-M-1979-10004300055,ANU-M-1979-10004300055
['Filosofía'],"['Memoriam', 'Paulismo', 'Pablo Vi']","['Cristo', 'Pablo', 'Dios', 'Iglesia', 'Papa']",In memoriam: el paulismo de Pablo VI,José Ignacio Alcorta,1,1979,00057,00117,abrir_pdf.php?id=ANU-M-1979-10005700117,ANU-M-1979-10005700117
['Política'],"['Función', 'Gobierno', 'Constitución', '1978']","['Gobierno', 'Función', 'Presidente', 'Program', 'Constitución']",La función de gobierno en la Constitución de 1978,Luis Sánchez Agesta,1,1979,00121,00136,abrir_pdf.php?id=ANU-M-1979-10012100136,ANU-M-1979-10012100136
['Política'],"['Constitución', 'Senado', 'Enmiendas', 'Consenso']","['Ente', 'Política', 'Senado', 'Constitución', 'Enmienda']",La Constitución en el Senado (enmiendas sin consenso),Carlos Ollero Gómez,1,1979,00137,00155,abrir_pdf.php?id=ANU-M-1979-10013700155,ANU-M-1979-10013700155
['Política'],"['Defensa', 'Proceso']","['Stado', 'Defensa', 'Ilitar']",La defensa en el proceso constitucional,Manuel Díez Alegría,1,1979,00157,00182,abrir_pdf.php?id=ANU-M-1979-10015700182,ANU-M-1979-10015700182
['Política'],"['Constitución', 'Norma', 'Decisión', 'Orden']","['Form', 'Constitución', 'Norm', 'Ente', 'Vida']","La Constitución como norma, como decisión y como orden concreto",Antonio Perpiñá Rodríguez,1,1979,00183,00202,abrir_pdf.php?id=ANU-M-1979-10018300202,ANU-M-1979-10018300202
['Política'],"['Consejo', 'Constitución']","['Consejo', 'Stado', 'Gobierno', 'Constitución']",El Consejo de Estado en la Constitución,Luis Jordana de Pozas,1,1979,00203,00231,abrir_pdf.php?id=ANU-M-1979-10020300231,ANU-M-1979-10020300231
['Política'],['Europas'],"['Europa', 'Países', 'Años', 'Parlam', 'Consejo']",Las tres Europas, José María de Areilza y Martínez Rodas,1,1979,00233,00246,abrir_pdf.php?id=ANU-M-1979-10023300246,ANU-M-1979-10023300246
['Política'],"['Crisis', 'Parlamentarismo']","['Parlam', 'Entarism', 'Ento', 'Ente', 'Form']",La crisis del parlamentarismo,Gonzalo Fernández De La Mora,1,1979,00247,00279,abrir_pdf.php?id=ANU-M-1979-10024700279,ANU-M-1979-10024700279
"['Sociología', 'Economía', 'Sociología y Economía']","['Administración', 'Transformaciones', 'Contemporáneas']","['Administración', 'Sociedad', 'Desarrollo', 'Social', 'Actividad']",La Administración ante las transformaciones económicas y sociales contemporáneas,Laureano López Rodó,1,1979,00283,00304,abrir_pdf.php?id=ANU-M-1979-10028300304,ANU-M-1979-10028300304
"['Sociología', 'Economía', 'Sociología y Economía']","['Centenario', 'Partido Socialista Obrero Español']","['Iglesias', 'Partido', 'Ente', 'Pablo', 'Grupo']",El centenario del Partido Socialista Obrero Español,Juan Velarde Fuertes,1,1979,00305,00319,abrir_pdf.php?id=ANU-M-1979-10030500319,ANU-M-1979-10030500319
"['Sociología', 'Economía', 'Sociología y Economía']","['Economía', 'Foralismo', 'España', 'Régimen']","['Reinos', 'Cataluña', 'Países', 'Castilla', 'Onarquía']",Economía y foralismo en la España del antiguo régimen,Carmelo Viñas y Mey,1,1979,00321,00325,abrir_pdf.php?id=ANU-M-1979-10032100325,ANU-M-1979-10032100325
['Vida Académica'],"['Crónica', 'Curso', '1978-1979']","['Ente', 'Universidad', 'Ciencias', 'Derecho', 'Política']",Crónica del curso 1978-1979,RACMYP,1,1979,00329,00339,abrir_pdf.php?id=ANU-M-1979-10032900339,ANU-M-1979-10032900339
['Necrológicas'],"['Fallecimiento', 'Profesor', 'Legaz']","['Academia', 'Derecho', 'Sesión', 'Miembro', 'Especial']",Fallecimiento del profesor Legaz,RACMYP,1,1980,00007,00008,abrir_pdf.php?id=ANU-M-1980-10000700008,ANU-M-1980-10000700008
['Filosofía Social'],"['Ideas', 'Progreso']","['Progreso', 'Orden', 'Hombre', 'Social', 'Humana']",Ideas sobre el progreso,Carlos Ruiz del Castillo,1,1980,00011,00029,abrir_pdf.php?id=ANU-M-1980-10001100029,ANU-M-1980-10001100029
['Filosofía Social'],['Progreso'],"['Progreso', 'Valores', 'Social', 'Idea', 'Regresivo']",Progreso progresivo y progreso regresivo,Antonio Perpiñá Rodríguez,1,1980,00031,00055,abrir_pdf.php?id=ANU-M-1980-10003100055,ANU-M-1980-10003100055
"['Política', 'Derecho', 'Política y Derecho']","['Crisis', 'Constitucional']","['Crisis', 'Sociedad', 'Sistema', 'Social']",La crisis del Estado Constitucional,Manuel Fraga Iribarne,1,1980,00059,00082,abrir_pdf.php?id=ANU-M-1980-10005900082,ANU-M-1980-10005900082
"['Política', 'Derecho', 'Política y Derecho']",['Decoro'],"['Decoro', 'Político', 'Hombre', 'Política', 'Forma']",El decoro político,Gonzalo Fernández De La Mora,1,1980,00083,00100,abrir_pdf.php?id=ANU-M-1980-10008300100,ANU-M-1980-10008300100
"['Política', 'Derecho', 'Política y Derecho']","['Regulación', 'Proceso']","['Artículo', 'Constitución', 'Estatuto', 'Iniciativa', 'Referéndum']",La regulación constitucional del proceso autonómico,Laureano López Rodó,1,1980,00101,00147,abrir_pdf.php?id=ANU-M-1980-10010100147,ANU-M-1980-10010100147
"['Política', 'Derecho', 'Política y Derecho']","['Requisitos', 'Actos']","['Actos', 'Acto', 'Derecho', 'Forma', 'Voluntad']",Requisitos de los actos administrativos,José Antonio García Trevijano,1,1980,00149,00202,abrir_pdf.php?id=ANU-M-1980-10014900202,ANU-M-1980-10014900202
"['Sociología', 'Economía', 'Sociología y Economía']","['Progreso', 'Relaciones']","['Pág', 'Págs', 'Leyes', 'Darwin', 'Londres']",Progreso biológico y relaciones de trabajo,Manuel Alonso Olea,1,1980,00205,00236,abrir_pdf.php?id=ANU-M-1980-10020500236,ANU-M-1980-10020500236
"['Sociología', 'Economía', 'Sociología y Economía']","['Tema', 'Progreso', 'Castilla']","['Castilla', 'España', 'Población', 'Conjunto', 'Caballero']",El tema del progreso material en Castilla,Juan Velarde Fuertes,1,1980,00237,00260,abrir_pdf.php?id=ANU-M-1980-10023700260,ANU-M-1980-10023700260
"['Sociología', 'Economía', 'Sociología y Economía']","['Sociedad', 'España Austrias']","['Cataluña', 'Principado', 'Catalanes', 'Catalán', 'Pueblo']",La sociedad catalana en la España de los Austrias,Carmelo Viñas y Mey,1,1980,00261,00285,abrir_pdf.php?id=ANU-M-1980-10026100285,ANU-M-1980-10026100285
['Vida Académica'],"['Crónica', 'Curso', '1979-1980']","['Academia', 'Premio', 'Pesetas', 'Académico', 'Familia']",Crónica del curso 1979-1980,RACMYP,1,1980,00289,00297,abrir_pdf.php?id=ANU-M-1980-10028900297,ANU-M-1980-10028900297
['Necrológicas'],['Memoriam García-Trevijano'],"['Universidad', 'Políticas', 'Ciencias', 'Derecho', 'Administrativo']",«In memoriam» García-Trevijano,Luis Jordana de Pozas,1,1981,00007,00011,abrir_pdf.php?id=ANU-M-1981-10000700011,ANU-M-1981-10000700011
['Necrológicas'],"['Ln Memoriam', 'Marcelo Caetano']","['Salazar', 'Mundo', 'Años', 'Ministro', 'Presidente']",«ln memoriam» Marcelo Caetano,Laureano López Rodó,1,1981,00013,00017,abrir_pdf.php?id=ANU-M-1981-10001300017,ANU-M-1981-10001300017
"['Teología', 'Filosofía', 'Teología y Filosofía']","['Mística', 'Caracteres']","['Mística', 'Cristiana', 'Experiencia', 'Sentido', 'Expresión']",La Mística cristiana en sus caracteres generales,José Ignacio Alcorta,1,1981,00021,00028,abrir_pdf.php?id=ANU-M-1981-10002100028,ANU-M-1981-10002100028
"['Teología', 'Filosofía', 'Teología y Filosofía']","['Progreso', 'Inteligencia', 'Evolución', 'Desarrollo']","['Inteligencia', 'Desarrollo', 'Nivel', 'Progreso', 'Cultural']",El progreso de la inteligencia: evolución biológica y desarrollo cultural,Mariano Yela Granizo,1,1981,00029,00060,abrir_pdf.php?id=ANU-M-1981-10002900060,ANU-M-1981-10002900060
"['Política', 'Derecho', 'Política y Derecho']","['Política', 'Defensa', 'España', 'Años Ochenta']","['Política', 'Exterior', 'España', 'Defensa', 'Guerra']",Política exterior y de defensa en la España de los años ochenta (1),Manuel Fraga Iribarne,1,1981,00063,00102,abrir_pdf.php?id=ANU-M-1981-10006300102,ANU-M-1981-10006300102
"['Política', 'Derecho', 'Política y Derecho']","['Realidad', 'Regiones', 'Nacionalidades', 'Afanes']","['Nación', 'Historia', 'España', 'Política']","Realidad de las regiones, de «las nacionalidades» y de los afanes autonómicos",Antonio Perpiñá Rodríguez,1,1981,00103,00139,abrir_pdf.php?id=ANU-M-1981-10010300139,ANU-M-1981-10010300139
"['Política', 'Derecho', 'Política y Derecho']","['Reflexiones', 'Proceso']","['Artículo', 'Constitución', 'Autónomas', 'Comunidades']",Algunas reflexiones sobre el proceso autonómico,Laureano López Rodó,1,1981,00141,00156,abrir_pdf.php?id=ANU-M-1981-10014100156,ANU-M-1981-10014100156
"['Política', 'Derecho', 'Política y Derecho']","['Principios', 'Autonomía', 'Constitución', '1978']","['Autonomía', 'Artículo', 'Comunidades', 'Constitución', 'Principio']",Los principios materiales de la autonomía en la Constitución española de 1978,Luis Sánchez Agesta,1,1981,00157,00179,abrir_pdf.php?id=ANU-M-1981-10015700179,ANU-M-1981-10015700179
"['Política', 'Derecho', 'Política y Derecho']","['Emoción', 'Francisco Vitoria']","['Vitoria', 'Doctrinas', 'Internacional', 'Problemas', 'Derecho']",La emoción hispánica: Fr. Francisco de Vitoria,Augusto Barcia,1,1981,00181,00188,abrir_pdf.php?id=ANU-M-1981-10018100188,ANU-M-1981-10018100188
"['Sociología', 'Economía', 'Sociología y Economía']","['Situación', 'Economía', 'Hora', 'Autonomías']","['Crisis', 'Sector', 'Problemas', 'Crecimiento', 'Economía']",La situación de la economía española en la hora de las autonomías,Enrique Fuentes Quintana,1,1981,00191,00214,abrir_pdf.php?id=ANU-M-1981-10019100214,ANU-M-1981-10019100214
"['Sociología', 'Economía', 'Sociología y Economía']","['Constitución', '1978', 'Homogeneidad', 'España']","['Cataluña', 'Provincias', 'España', 'Renta', '1975']",La Constitución de 1978 y la homogeneidad económica de España,Juan Velarde Fuertes,1,1981,00215,00237,abrir_pdf.php?id=ANU-M-1981-10021500237,ANU-M-1981-10021500237
"['Sociología', 'Economía', 'Sociología y Economía']","['Bosquejo', 'Sociología']","['País', 'Egipto', 'Cairo', 'Vida', 'Período']",Bosquejo para una sociología egipcia,Manuel Díez Alegría,1,1981,00239,00266,abrir_pdf.php?id=ANU-M-1981-10023900266,ANU-M-1981-10023900266
"['Sociología', 'Economía', 'Sociología y Economía']","['Perspectivas', 'Economía', 'Auge', 'Petróleo']","['México', 'Petróleo', 'Industria', 'Desarrollo', 'País']",Perspectivas de la economía mexicana ante al auge del petróleo,Víctor L. Urquidi,1,1981,00267,00287,abrir_pdf.php?id=ANU-M-1981-10026700287,ANU-M-1981-10026700287
"['Sociología', 'Economía', 'Sociología y Economía']","['Consideraciones', 'Sesiones', 'Academia', 'Proceso']","['España', 'Pesetas', 'Años', 'Economía', 'Empresas']",Consideraciones que me sugieren las últimas sesiones de la Academia dedicadas al proceso económico,José María de Oriol y Urquijo,1,1981,00289,00318,abrir_pdf.php?id=ANU-M-1981-10028900318,ANU-M-1981-10028900318
"['Sociología', 'Economía', 'Sociología y Economía']","['Factores', 'Movilización', 'Europa']","['Conciencia', 'Regionales', 'Regiones', 'Región']",Algunos factores estructurales de la movilización regional en Europa,Salustiano del Campo Urbano,1,1981,00319,00339,abrir_pdf.php?id=ANU-M-1981-10031900339,ANU-M-1981-10031900339
['Vida Académica'],['Informe Academia Proyecto Ley Autonomía Universitaria'],"['Titu', 'Ilid', 'Ley P', 'Firm', 'Rtíc']",Informe de la Academia sobre el Proyecto de Ley de Autonomía Universitaria,RACMYP,1,1981,00343,00349,abrir_pdf.php?id=ANU-M-1981-10034300349,ANU-M-1981-10034300349
['Vida Académica'],"['Crónica', 'Curso', '1980-1981']","['Académico', 'Academia', 'García', 'Pedagogía', 'Antonio']",Crónica del curso 1980-1981,RACMYP,1,1981,00351,00361,abrir_pdf.php?id=ANU-M-1981-10035100361,ANU-M-1981-10035100361
['Necrológicas'],"['Memoriam', 'Leopoldo Eulogio Palacios']","['Revista', 'Universidad', 'Nacio\xad', 'Nales', 'Extranjeras']",«In memoriam» de Leopoldo Eulogio Palacios,RACMYP,1,1982,00007,00010,abrir_pdf.php?id=ANU-M-1982-10000700010,ANU-M-1982-10000700010
['Necrológicas'],"['Nota', 'Urgencia', 'Aspectos', 'Valentín Andrés Álvarez']","['Valentín', 'Andrés', 'Alvarez', 'Tema', 'Poema']",Nota de urgencia sobre aspectos literarios de Valentín Andrés Álvarez,Juan Velarde Fuertes,1,1982,00011,00019,abrir_pdf.php?id=ANU-M-1982-10001100019,ANU-M-1982-10001100019
['Filosofía'],"['Humanización', 'Perspectivas']","['Hombre', 'Grupo', 'Normas', 'Mando', 'Hombres']",La humanización del trabajo: perspectivas psicológicas,Mariano Yela Granizo,1,1982,00023,00056,abrir_pdf.php?id=ANU-M-1982-10002300056,ANU-M-1982-10002300056
['Filosofía'],"['Investigación', 'Relación', 'Real Academia Ciencias Morales', 'Políticas']","['Investigación', 'Academia', 'Científica', 'Ciencias', 'Actividad']",La investigación científica y su relación con la Real Academia de Ciencias Morales y Políticas,Víctor García Hoz,1,1982,00057,00083,abrir_pdf.php?id=ANU-M-1982-10005700083,ANU-M-1982-10005700083
['Filosofía'],"['Leopoldo Eulogio Palacios', 'Humanismo', 'Cristiandad']","['Hombre', 'Persona', 'Dios', 'Humanismo', 'Maritain']",Leopoldo Eulogio Palacios ante el humanismo de la nueva cristiandad,Angel González Álvarez,1,1982,00085,00101,abrir_pdf.php?id=ANU-M-1982-10008500101,ANU-M-1982-10008500101
['Filosofía'],"['Problema', 'Envidia']","['Envidia', 'Idem', 'Envidioso', 'Pasiones', 'Hombre']",El problema histórico de la envidia,Gonzalo Fernández De La Mora,1,1982,00103,00181,abrir_pdf.php?id=ANU-M-1982-10010300181,ANU-M-1982-10010300181
"['Política', 'Sociología', 'Política y Sociología']","['Límites', 'Revolución']","['Europa', 'Progreso', 'Mundo', 'Consejo', 'Industrial']",Los límites de la revolución tecnológica,José María de Areilza y Martínez de Rodas,1,1982,00185,00196,abrir_pdf.php?id=ANU-M-1982-10018500196,ANU-M-1982-10018500196
"['Política', 'Sociología', 'Política y Sociología']","['Enfoque', 'Autonomías']","['Nación', 'Teoría', 'Derecho', 'Unidad']",Un enfoque del Estado con autonomías,José Castañeda Chornet,1,1982,00197,00210,abrir_pdf.php?id=ANU-M-1982-10019700210,ANU-M-1982-10019700210
